26.604906038737024: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604973954498938: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940293844: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940324337: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60497594032775: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940327886: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.6049759403282: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940328423: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940328387: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940328416: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940328735: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940328718: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.604975940348044: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60501089443065: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605014363065482: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60501487584705: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605014950268163: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60501500549531: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605015079537004: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605015207221488: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60501533261058: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605015370206157: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60501561893025: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605015692396588: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605015861164464: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60504920119509: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60505307639299: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60505317836041: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60505340442632: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60505355749456: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605054117627265: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605054217963207: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605054291728003: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60505445607045: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605054812163463: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605055074479512: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605055748331864: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605087587179426: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60509083074459: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.6050913941333: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605091777371403: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60509220801966: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605092544868373: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60509258650603: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605092755264625: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605092850674055: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605093161393874: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605093266228796: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.60509332669015: 0: 73,91,82,95,83,96,89,58,75,85,70,57,59,54,66,72,64,55,78,92,60,69,76,51,74,80,84,53,81,67,77,97,52,71,79,94,65,68,90,88,63,62,93,56,61,86,50,87
26.605108200796845: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.60512222351677: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.60519164095033: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605191671273186: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605191973987598: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.60519245577535: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605192468985724: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605192668126918: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605193135069925: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.60519319584972: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.60519343328486: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
26.605193662247263: 1: 109,143,118,73,91,82,121,96,89,106,111,141,85,103,57,59,127,54,66,72,130,55,78,92,114,95,100,119,120,126,123,75,132,51,70,80,84,113,102,139,99,64,104,98,137,60,69,83
